,Final_Portfolio_Value
1175,1.6183851448020286
1176,1.1117010581099773
1177,1.0429430319404909
1178,1.2330834555777492
1179,1.0535158556336472
1180,1.097631686052678
1181,1.2658998575338654
1182,1.4889742243011552
1183,0.6582774182353042
1184,0.8708604690858788
1185,0.8568400353045404
1186,1.0280227645796323
1187,0.9235465874295213
1188,1.3399243399695695
1189,1.052936218508161
1190,1.195296268471319
1191,0.8970990496454195
1192,1.009730578502817
1193,1.2552051919885108
1194,1.0780526269585367
1195,1.255825262147218
1196,0.8325774046521573
1197,0.9479359635125343
1198,1.0679054611639367
1199,1.1026355019610783
1200,0.9484523453563543
1201,1.0746125480027002
1202,1.2054592584048067
1203,1.1535750982998882
1204,1.4263460135846413
1205,1.1777129662598629
1206,1.0049306424584095
1207,1.473466110918901
1208,0.9402515534391374
1209,1.5170404798449788
1210,1.0028856154044503
1211,1.7810899869360362
1212,0.947572161048001
1213,1.2474607718994215
1214,0.8291675684239274
1215,1.0638024916254105
1216,1.5619680794137734
1217,1.0500661388567112
1218,0.9602104920756375
1219,0.775809998711335
1220,1.134227256555529
1221,1.246936832434709
1222,0.8025767831277848
1223,1.1668600567965688
1224,1.3987910271500636
1225,0.9500975360302222
1226,0.849498355101015
1227,0.9284265757096868
1228,0.7323672290640221
1229,1.202486593179094
1230,1.6208120229368503
1231,1.1204895041853333
1232,1.1114798409400284
1233,0.7834807783649559
1234,0.9014125722842007
1235,1.0228985548115597
1236,1.6265237192165023
1237,1.0528462931265645
1238,1.5778264475179054
1239,1.1984555003414894
1240,0.9689556197467425
1241,0.785161468138367
1242,0.7763065279475857
1243,1.074884312354628
1244,1.1814447578023515
1245,1.0943971915879949
1246,0.9259831668497165
1247,1.5772718637174017
1248,1.6187814621575907
1249,0.9845913179325396
1250,1.1145089396458376
1251,1.518180588077299
1252,1.3080568272420454
1253,0.798952296693466
1254,1.3738237937057864
1255,1.2183445608132448
1256,1.2850337161573973
1257,0.7451389247342208
1258,0.892671457924677
1259,1.0359748843600503
1260,1.2349488592878317
1261,0.9187897312176431
1262,1.3501698915302716
